run_type|epoch_num|batch_num|loss|avg_accuracy
TEST|0|21|63.08660888671875|0.6959131360054016
TEST|0|22|66.94822692871094|0.6953890919685364
TEST|0|23|65.40489959716797|0.6952244639396667
TEST|0|24|65.41348266601562|0.6951751708984375
TEST|0|25|66.42733764648438|0.6947721242904663
TEST|0|26|66.2125244140625|0.6944479942321777
TEST|0|27|66.5004653930664|0.6940980553627014
TEST|0|28|63.785133361816406|0.6944690942764282
TEST|0|29|64.852783203125|0.694521427154541
TEST|0|30|64.11444091796875|0.694766640663147
TEST|0|31|65.28526306152344|0.6947550177574158
TEST|0|32|65.41618347167969|0.6947081089019775
TEST|0|33|65.91134643554688|0.6945257186889648
TEST|0|34|64.86066436767578|0.6945676803588867
TEST|0|35|63.76460266113281|0.6948310732841492
TEST|0|36|64.10955810546875|0.6950963139533997
TEST|0|37|66.96934509277344|0.6947529315948486
TEST|0|38|63.66933059692383|0.6950423121452332
TEST|0|39|64.47515106201172|0.695142924785614
TEST|0|40|66.29177856445312|0.694953441619873
TEST|0|41|66.046142578125|0.6947229504585266
TEST|0|42|65.67648315429688|0.6946073770523071
TEST|0|43|57.14775085449219|0.6946437358856201
TEST|0|0|64.41150665283203|0.701541006565094
TEST|0|1|66.27894592285156|0.6934700012207031
TEST|0|2|65.58226776123047|0.6918759942054749
TEST|0|3|64.24256896972656|0.6939927339553833
TEST|0|4|64.89850616455078|0.6947594285011292
TEST|0|5|65.53732299804688|0.69415283203125
TEST|0|6|64.55140686035156|0.695248544216156
TEST|0|7|64.4366683959961|0.6958126425743103
TEST|0|8|65.89016723632812|0.6951820254325867
TEST|0|9|65.05793762207031|0.695014476776123
TEST|0|10|65.05599212646484|0.6949863433837891
TEST|0|11|64.5052719116211|0.6954347491264343
TEST|0|12|64.92713928222656|0.6955615878105164
TEST|0|13|65.66773986816406|0.6949900984764099
TEST|0|14|65.2843017578125|0.6947966814041138
TEST|0|15|66.53697204589844|0.6941494345664978
TEST|0|16|65.11810302734375|0.6942927241325378
TEST|0|17|66.075439453125|0.6938905715942383
TEST|0|18|64.86872863769531|0.6940674185752869
TEST|0|19|66.88844299316406|0.6935407519340515
TEST|0|20|62.90205764770508|0.6942558884620667
TEST|0|21|65.20362854003906|0.6943150758743286
TEST|0|22|66.00253295898438|0.6941190958023071
TEST|0|23|64.86015319824219|0.6941880583763123
TEST|0|24|64.15233612060547|0.6944619417190552
TEST|0|25|64.5995864868164|0.6946690082550049
TEST|0|26|64.54839324951172|0.6948366165161133
TEST|0|27|65.09314727783203|0.6948902606964111
TEST|0|28|65.14949035644531|0.6949016451835632
TEST|0|29|64.04940795898438|0.6951479911804199
TEST|0|30|64.45687866210938|0.6953110694885254
TEST|0|31|63.50800323486328|0.6956924796104431
TEST|0|32|66.316650390625|0.6954785585403442
TEST|0|33|66.29202270507812|0.6952561736106873
TEST|0|34|65.00615692138672|0.6952589154243469
TEST|0|35|64.83575439453125|0.6953126788139343
TEST|0|36|65.15737915039062|0.6953368782997131
TEST|0|37|64.51754760742188|0.6954141855239868
TEST|0|38|64.1688232421875|0.6956151723861694
TEST|0|39|63.89859390258789|0.6958373188972473
TEST|0|40|65.42709350585938|0.6957139372825623
TEST|0|41|64.72171783447266|0.6957626342773438
TEST|0|42|63.58948516845703|0.6959645748138428
TEST|0|43|65.29157257080078|0.6959339380264282
TEST|0|44|67.29167175292969|0.6955841183662415
TEST|0|45|63.464942932128906|0.6958669424057007
TEST|0|46|66.42536163330078|0.6956679821014404
TEST|0|47|64.20635986328125|0.6957917213439941
TEST|0|48|67.06090545654297|0.6954277753829956
TEST|0|49|65.55152130126953|0.695313036441803
TEST|0|50|65.26870727539062|0.6952944397926331
TEST|0|51|64.84199523925781|0.6953218579292297
TEST|0|52|65.51341247558594|0.6952462792396545
TEST|0|53|64.00513458251953|0.6954045295715332
TEST|0|54|64.63551330566406|0.695500373840332
TEST|0|55|65.61329650878906|0.6954394578933716
TEST|0|56|66.28081512451172|0.6952291131019592
TEST|0|57|65.35235595703125|0.6952097415924072
TEST|0|58|64.39549255371094|0.6952901482582092
TEST|0|59|65.86407470703125|0.6951440572738647
TEST|0|60|66.80259704589844|0.6949713230133057
TEST|0|61|65.65443420410156|0.6948970556259155
TEST|0|62|66.3795394897461|0.6947748064994812
TEST|0|63|65.26278686523438|0.6947949528694153
TEST|0|64|65.33362579345703|0.694766640663147
TEST|0|65|65.2272720336914|0.6947997808456421
TEST|0|66|64.98081970214844|0.6948382258415222
TEST|0|67|65.3258056640625|0.6947745680809021
TEST|0|68|65.45561981201172|0.6947466731071472
TEST|0|69|64.87031555175781|0.6947849988937378
TEST|0|70|62.245201110839844|0.6950888633728027
TEST|0|71|63.196258544921875|0.6952860355377197
TEST|0|72|63.96733474731445|0.6953932046890259
TEST|0|73|65.05963897705078|0.6954109072685242
TEST|0|74|65.00343322753906|0.6954154968261719
TEST|0|75|65.22940826416016|0.6954314708709717
TEST|0|76|66.98811340332031|0.6952583193778992
TEST|0|77|64.10208129882812|0.6953318119049072
TEST|0|78|64.10159301757812|0.6954087018966675
TEST|0|79|65.67662048339844|0.69533371925354
TEST|0|80|65.32511901855469|0.6953001618385315
TEST|0|81|64.2947006225586|0.6953458189964294
TEST|0|82|65.95909118652344|0.6952448487281799
TEST|0|83|67.46369934082031|0.6950404047966003
TEST|0|84|65.31370544433594|0.6950463652610779
TEST|0|85|63.16529083251953|0.6952078342437744
TEST|0|86|64.5223388671875|0.6952569484710693
TEST|0|87|64.47294616699219|0.6953319311141968
TEST|0|88|63.92509078979492|0.6954364776611328
TEST|0|89|65.41448974609375|0.6954041123390198
TEST|0|90|63.01383972167969|0.6955373287200928
TEST|0|91|65.73870849609375|0.6954923272132874
TEST|0|92|63.95693588256836|0.6956081986427307
TEST|0|93|65.68566131591797|0.6955543756484985
TEST|0|94|66.48426055908203|0.6954309344291687
TEST|0|95|64.68278503417969|0.695468008518219
TEST|0|96|65.33602905273438|0.6954458355903625
TEST|0|97|66.38611602783203|0.695354700088501
TEST|0|98|65.43717956542969|0.6953402757644653
TEST|0|99|63.92726135253906|0.6954419016838074
TEST|0|100|65.46182250976562|0.6954196691513062
TEST|0|101|65.96681213378906|0.6953451037406921
TEST|0|102|24.340185165405273|0.695375919342041
tf.Tensor([[0.5885516  0.3606992  0.3710452  ... 0.23394336 0.48407146 0.7696839 ]], shape=(1, 10000), dtype=float32)
