run_type|epoch_num|batch_num|loss|avg_accuracy
TRAIN|0|0|317.14617919921875|
TRAIN|0|1|1385.66796875|
TRAIN|0|2|134.4796142578125|
TRAIN|0|3|29.73202133178711|
TRAIN|0|4|21.17334747314453|
TRAIN|0|5|38.270774841308594|
TRAIN|0|6|66.42494201660156|
TRAIN|0|7|83.60005187988281|
TRAIN|0|8|115.12579345703125|
TRAIN|0|9|157.7853546142578|
TRAIN|0|10|183.4274139404297|
TRAIN|0|11|188.36773681640625|
TRAIN|0|12|247.60523986816406|
TRAIN|0|13|234.20278930664062|
TRAIN|0|14|238.46731567382812|
TRAIN|0|15|201.87921142578125|
TRAIN|0|16|206.97193908691406|
TRAIN|0|17|174.28892517089844|
TRAIN|0|18|175.30877685546875|
TRAIN|0|19|160.83474731445312|
TRAIN|0|20|147.49856567382812|
TRAIN|0|21|125.27880096435547|
TRAIN|0|22|117.39665222167969|
TRAIN|0|23|121.40852355957031|
TRAIN|0|24|128.00253295898438|
TRAIN|0|25|103.54107666015625|
TRAIN|0|26|92.35726165771484|
TRAIN|0|27|73.11029052734375|
TRAIN|0|28|109.79483795166016|
TRAIN|0|29|98.7254409790039|
TRAIN|0|30|103.10474395751953|
TRAIN|0|31|90.89913940429688|
TRAIN|0|32|82.05215454101562|
TRAIN|0|33|82.48782348632812|
TRAIN|0|34|74.38072204589844|
TRAIN|0|35|81.8772964477539|
TRAIN|0|36|76.60205078125|
TRAIN|0|37|74.54898834228516|
TRAIN|0|38|98.80609130859375|
TRAIN|0|39|93.67460632324219|
TRAIN|0|40|84.08866882324219|
TRAIN|0|41|74.41185760498047|
TRAIN|0|42|105.04216003417969|
TRAIN|0|43|129.8563232421875|
TRAIN|0|44|150.06915283203125|
TRAIN|0|45|159.4534912109375|
TRAIN|0|46|162.30242919921875|
TRAIN|0|47|156.1211700439453|
TRAIN|0|48|156.34974670410156|
TRAIN|0|49|133.20855712890625|
TRAIN|0|50|122.18719482421875|
TRAIN|0|51|124.40774536132812|
TRAIN|0|52|92.20286560058594|
TRAIN|0|53|85.49992370605469|
TRAIN|0|54|89.08427429199219|
TRAIN|0|55|82.67843627929688|
TRAIN|0|56|84.51604461669922|
TRAIN|0|57|85.2144775390625|
TRAIN|0|58|79.70458984375|
TRAIN|0|59|64.09552001953125|
TRAIN|0|60|71.04972839355469|
TRAIN|0|61|73.38958740234375|
TRAIN|0|62|67.1888656616211|
TRAIN|0|63|70.84194946289062|
TRAIN|0|64|54.625152587890625|
TRAIN|0|65|55.078922271728516|
TRAIN|0|66|56.409698486328125|
TRAIN|0|67|54.13228225708008|
TRAIN|0|68|59.94672775268555|
TRAIN|0|69|55.35226821899414|
TRAIN|0|70|50.949684143066406|
TRAIN|0|71|44.15478515625|
TRAIN|0|72|54.12978744506836|
TRAIN|0|73|48.91373062133789|
TRAIN|0|74|46.06608581542969|
TRAIN|0|75|40.971458435058594|
TRAIN|0|76|44.991920471191406|
TRAIN|0|77|37.70452117919922|
TRAIN|0|78|37.03243637084961|
TRAIN|0|79|39.430538177490234|
TRAIN|0|80|42.06355285644531|
TRAIN|0|81|37.04051971435547|
TRAIN|0|82|38.54931640625|
TRAIN|0|83|37.51910400390625|
TRAIN|0|84|38.20668029785156|
TRAIN|0|85|31.98191261291504|
TRAIN|0|86|33.570587158203125|
TRAIN|0|87|31.907291412353516|
TRAIN|0|88|35.2275505065918|
TRAIN|0|89|35.11392593383789|
TRAIN|0|90|30.107423782348633|
TRAIN|0|91|35.891536712646484|
TRAIN|0|92|33.683895111083984|
TRAIN|0|93|39.58082580566406|
TRAIN|0|94|35.650550842285156|
TRAIN|0|95|33.28845977783203|
TRAIN|0|96|29.445465087890625|
TRAIN|0|97|37.664031982421875|
TRAIN|0|98|31.681106567382812|
TRAIN|0|99|34.40233612060547|
TRAIN|0|100|35.32628631591797|
TRAIN|0|101|28.51164436340332|
TRAIN|0|102|13.13962459564209|
TEST|0|0|67.36239624023438|0.6801329851150513
TEST|0|1|64.14993286132812|0.6914414763450623
TEST|0|2|66.25780487060547|0.6907623410224915
TEST|0|3|64.1596908569336|0.6937969923019409
TEST|0|4|64.9591064453125|0.6945555806159973
TEST|0|5|65.19695281982422|0.6945940256118774
TEST|0|6|66.15740966796875|0.6936384439468384
TEST|0|7|63.00947952270508|0.6957520246505737
TEST|0|8|64.32041931152344|0.696478009223938
TEST|0|9|65.20254516601562|0.6963313817977905
TEST|0|10|64.39786529541016|0.6967122554779053
TEST|0|11|64.88308715820312|0.6967066526412964
TEST|0|12|66.2576904296875|0.6960947513580322
TEST|0|13|64.94255065917969|0.6962753534317017
TEST|0|14|65.09590148925781|0.6959783434867859
TEST|0|15|66.26919555664062|0.6954261660575867
TEST|0|16|63.19151306152344|0.6960819959640503
TEST|0|17|66.12857055664062|0.695590615272522
TEST|0|18|64.5177230834961|0.6956886053085327
TEST|0|19|66.04869079589844|0.6953261494636536
TEST|0|20|65.05502319335938|0.6953369379043579
